,num_if,num_else,num_switch,num_loop,num_break,num_priority,num_binSearch,num_minMax,num_sort,num_hash_map,num_hash_set,num_recursive,num_nested_loop,num_vari,num_method,num_state,complexity,complexity_class,efficiency,filename
1180,0,0,0,3,0,0,0,0,1,0,0,0,0,8,1,3,nlogn,linearithmic,efficient,1031.java
1181,0,0,0,3,0,1,0,0,0,0,0,0,0,10,1,4,nlogn,linearithmic,efficient,1032.java
1182,2,0,0,4,0,0,0,0,1,0,0,0,0,12,1,8,nlogn,linearithmic,efficient,1033.java
1183,0,0,0,4,0,0,0,0,1,0,0,0,0,10,6,13,nlogn,linearithmic,efficient,1034.java
1184,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,1,nlogn,linearithmic,efficient,108.java
1185,2,1,0,1,0,0,1,2,1,0,0,0,0,7,3,9,nlogn,linearithmic,efficient,116.java
1186,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,nlogn,linearithmic,efficient,136.java
1187,3,0,0,1,0,0,0,4,3,0,0,0,0,10,4,8,nlogn,linearithmic,efficient,138.java
1188,4,0,0,1,0,0,0,0,0,0,0,2,0,4,3,13,nlogn,linearithmic,efficient,145.java
1189,2,0,0,3,0,0,0,0,1,0,0,0,0,7,2,8,nlogn,linearithmic,efficient,15.java
1190,4,1,0,3,0,0,0,0,0,0,0,2,0,6,5,22,nlogn,linearithmic,efficient,174.java
1191,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,nlogn,linearithmic,efficient,234.java
1192,3,0,0,2,0,0,0,0,0,0,0,0,0,6,3,9,nlogn,linearithmic,efficient,315.java
1193,2,0,0,1,0,0,0,2,1,0,0,0,0,5,2,6,nlogn,linearithmic,efficient,326.java
1194,1,0,0,1,0,0,0,0,1,0,0,0,0,5,2,5,nlogn,linearithmic,efficient,327.java
1195,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,nlogn,linearithmic,efficient,41.java
1196,7,0,0,3,0,0,0,0,0,1,0,0,0,9,2,12,nlogn,linearithmic,efficient,450.java
1197,2,0,0,2,0,0,0,0,0,0,0,0,2,7,2,6,nlogn,linearithmic,efficient,457.java
1198,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,nlogn,linearithmic,efficient,458.java
1199,2,0,0,3,0,0,0,1,1,0,0,1,0,8,6,11,nlogn,linearithmic,efficient,459.java
1200,2,1,0,1,1,0,0,0,1,0,0,0,0,5,2,7,nlogn,linearithmic,efficient,46.java
1201,1,0,0,2,0,1,0,0,0,0,0,2,0,11,3,8,nlogn,linearithmic,efficient,460.java
1202,4,1,0,6,0,0,0,0,1,0,0,1,0,14,5,16,nlogn,linearithmic,efficient,464.java
1203,2,0,0,7,0,0,0,0,0,0,0,0,0,16,4,15,nlogn,linearithmic,efficient,466.java
1204,0,0,0,2,0,0,0,0,1,0,0,0,0,6,2,5,nlogn,linearithmic,efficient,474.java
1205,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,3,nlogn,linearithmic,efficient,475.java
1206,1,0,0,1,0,0,0,0,1,0,0,0,0,8,2,5,nlogn,linearithmic,efficient,476.java
1207,1,0,0,4,0,0,0,1,0,0,0,0,2,9,2,9,nlogn,linearithmic,efficient,477.java
1208,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,nlogn,linearithmic,efficient,48.java
1209,0,0,0,1,0,0,0,0,2,0,0,0,0,5,2,2,nlogn,linearithmic,efficient,480.java
1210,1,0,0,2,0,1,0,0,0,0,0,0,0,6,2,5,nlogn,linearithmic,efficient,482.java
1211,1,0,0,1,0,1,0,0,0,0,0,0,0,5,2,5,nlogn,linearithmic,efficient,483.java
1212,2,0,0,1,0,0,0,0,2,0,0,0,0,5,2,5,nlogn,linearithmic,efficient,484.java
1213,2,0,0,1,0,0,0,0,1,0,0,0,0,4,2,6,nlogn,linearithmic,efficient,485.java
1214,2,0,0,1,0,0,0,0,1,0,0,0,0,6,2,7,nlogn,linearithmic,efficient,486.java
1215,1,1,0,2,1,0,0,0,1,0,0,0,0,11,3,10,nlogn,linearithmic,efficient,491.java
1216,0,0,0,2,0,0,0,0,1,0,0,0,0,7,3,6,nlogn,linearithmic,efficient,493.java
1217,0,0,0,1,0,0,0,2,1,0,0,0,0,6,2,2,nlogn,linearithmic,efficient,498.java
1218,6,0,0,3,0,0,0,0,0,0,0,1,0,13,10,24,nlogn,linearithmic,efficient,499.java
1219,0,0,0,1,0,0,0,0,1,0,0,0,0,6,2,2,nlogn,linearithmic,efficient,501.java
1220,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,2,nlogn,linearithmic,efficient,502.java
1221,2,1,0,1,0,0,0,0,2,0,0,0,0,5,2,7,nlogn,linearithmic,efficient,503.java
1222,4,0,0,1,0,0,0,1,1,0,0,0,0,10,2,10,nlogn,linearithmic,efficient,504.java
1223,1,0,0,1,0,0,0,0,1,0,0,0,0,6,2,5,nlogn,linearithmic,efficient,505.java
1224,1,0,0,2,0,0,0,0,1,0,0,0,0,6,2,6,nlogn,linearithmic,efficient,510.java
1225,5,0,0,2,0,0,0,0,1,0,0,2,0,11,4,15,nlogn,linearithmic,efficient,523.java
1226,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,nlogn,linearithmic,efficient,525.java
1227,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,nlogn,linearithmic,efficient,546.java
1228,2,1,0,6,0,0,0,0,2,0,0,0,0,12,2,14,nlogn,linearithmic,efficient,561.java
1229,3,1,0,4,0,0,0,0,2,0,0,0,0,12,1,15,nlogn,linearithmic,efficient,562.java
1230,2,1,0,6,0,0,0,0,2,0,0,0,0,13,1,17,nlogn,linearithmic,efficient,564.java
1231,6,1,0,4,2,0,0,0,0,0,0,0,0,15,2,25,nlogn,linearithmic,efficient,572.java
1232,4,0,0,5,0,0,0,0,0,0,0,0,0,13,3,18,nlogn,linearithmic,efficient,575.java
1233,4,2,0,1,1,0,0,0,1,0,0,0,0,9,1,13,nlogn,linearithmic,efficient,577.java
1234,3,0,0,1,0,0,0,0,0,0,0,0,0,9,2,8,nlogn,linearithmic,efficient,579.java
1235,1,0,0,4,0,0,0,0,0,0,0,0,2,7,3,8,nlogn,linearithmic,efficient,58.java
1236,2,1,0,3,0,0,0,0,0,0,0,0,0,8,2,13,nlogn,linearithmic,efficient,584.java
1237,2,0,0,3,0,0,0,0,1,1,0,0,0,12,2,11,nlogn,linearithmic,efficient,586.java
1238,1,0,0,2,0,0,0,0,1,0,0,0,0,10,1,5,nlogn,linearithmic,efficient,605.java
1239,2,1,0,2,0,0,0,0,1,0,0,0,0,11,1,8,nlogn,linearithmic,efficient,606.java
1240,3,0,0,2,0,0,0,1,1,0,0,0,0,10,1,10,nlogn,linearithmic,efficient,607.java
1241,4,0,0,5,0,0,0,0,1,0,0,0,0,17,5,28,nlogn,linearithmic,efficient,610.java
1242,8,1,0,2,0,0,0,0,1,0,0,0,0,20,2,21,nlogn,linearithmic,efficient,612.java
1243,3,0,0,5,0,0,0,3,2,0,0,0,3,10,1,17,nlogn,linearithmic,efficient,626.java
1244,9,1,0,9,0,0,0,1,2,0,0,1,0,25,10,56,nlogn,linearithmic,efficient,627.java
1245,3,1,0,5,0,0,0,0,1,0,0,0,2,15,4,19,nlogn,linearithmic,efficient,629.java
1246,3,0,0,5,0,0,0,0,0,1,0,1,0,11,6,19,nlogn,linearithmic,efficient,649.java
1247,1,0,0,3,0,0,0,0,1,0,0,0,0,11,1,7,nlogn,linearithmic,efficient,651.java
1248,3,1,0,13,0,0,0,8,0,0,0,1,2,41,14,45,nlogn,linearithmic,efficient,652.java
1249,4,1,0,4,2,0,0,0,0,1,0,0,2,14,1,19,nlogn,linearithmic,efficient,661.java
1250,7,1,0,4,0,0,0,0,0,1,0,0,0,10,5,22,nlogn,linearithmic,efficient,663.java
1251,4,2,0,2,0,0,0,0,0,1,0,0,0,10,2,15,nlogn,linearithmic,efficient,664.java
1252,2,0,0,5,0,1,0,0,0,0,1,0,0,17,2,12,nlogn,linearithmic,efficient,666.java
1253,6,1,0,4,2,0,0,0,0,0,0,0,0,15,2,25,nlogn,linearithmic,efficient,677.java
1254,4,0,0,5,0,0,0,0,0,0,0,0,0,13,3,18,nlogn,linearithmic,efficient,680.java
1255,4,2,0,1,1,0,0,0,1,0,0,0,0,9,1,13,nlogn,linearithmic,efficient,682.java
1256,3,0,0,1,0,0,0,0,0,0,0,0,0,9,2,8,nlogn,linearithmic,efficient,684.java
1257,2,1,0,3,0,0,0,0,0,0,0,0,0,8,2,13,nlogn,linearithmic,efficient,689.java
1258,2,0,0,3,0,0,0,0,1,1,0,0,0,12,2,11,nlogn,linearithmic,efficient,691.java
1259,4,0,0,1,0,0,0,1,1,0,0,0,0,10,2,10,nlogn,linearithmic,efficient,70.java
1260,2,1,0,3,1,0,0,0,1,0,0,0,0,12,5,17,nlogn,linearithmic,efficient,707.java
1261,11,1,0,13,0,0,0,0,1,0,0,4,2,38,16,54,nlogn,linearithmic,efficient,727.java
1262,1,0,0,7,0,0,0,0,0,1,0,0,2,23,6,21,nlogn,linearithmic,efficient,737.java
1263,10,1,0,5,2,0,0,0,0,0,0,2,0,10,7,39,nlogn,linearithmic,efficient,744.java
1264,18,2,0,9,2,0,0,0,1,0,0,1,0,21,11,71,nlogn,linearithmic,efficient,749.java
1265,10,0,0,20,0,0,0,0,0,1,0,4,0,40,17,67,nlogn,linearithmic,efficient,751.java
1266,14,1,0,8,1,0,0,0,2,0,0,1,0,21,9,48,nlogn,linearithmic,efficient,755.java
1267,1,0,0,4,0,0,0,1,0,1,0,0,0,17,6,16,nlogn,linearithmic,efficient,760.java
1268,1,0,0,2,0,0,0,0,1,0,0,0,0,10,1,5,nlogn,linearithmic,efficient,767.java
1269,4,1,0,16,0,0,0,1,0,0,0,1,5,32,15,53,nlogn,linearithmic,efficient,784.java
1270,21,5,0,11,0,0,0,0,0,0,0,1,2,21,12,85,nlogn,linearithmic,efficient,787.java
1271,0,0,0,4,0,0,0,4,1,0,0,0,0,11,2,6,nlogn,linearithmic,efficient,788.java
1272,2,0,0,5,1,0,0,0,1,0,0,0,0,10,7,22,nlogn,linearithmic,efficient,792.java
1273,5,0,0,6,0,0,0,0,0,0,0,1,0,16,7,28,nlogn,linearithmic,efficient,805.java
1274,7,0,0,7,1,0,0,3,0,0,0,0,2,23,5,35,nlogn,linearithmic,efficient,808.java
1275,4,1,0,9,0,0,0,3,1,0,0,1,0,13,11,33,nlogn,linearithmic,efficient,810.java
1276,10,0,0,7,0,0,0,0,1,0,0,1,0,14,7,36,nlogn,linearithmic,efficient,812.java
1277,1,1,0,1,0,0,0,2,0,1,0,0,0,6,1,5,nlogn,linearithmic,efficient,818.java
1278,5,1,0,3,0,0,0,0,0,1,0,0,0,14,1,17,nlogn,linearithmic,efficient,819.java
1279,1,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,nlogn,linearithmic,efficient,83.java
1280,14,0,0,3,0,0,0,2,1,0,0,1,0,20,5,34,nlogn,linearithmic,efficient,833.java
1281,5,1,0,6,0,0,0,0,1,0,0,0,0,14,10,31,nlogn,linearithmic,efficient,838.java
1282,5,1,0,3,0,0,0,2,0,0,0,0,0,12,1,16,nlogn,linearithmic,efficient,844.java
1283,20,1,0,18,0,0,0,2,2,0,0,1,0,38,28,104,nlogn,linearithmic,efficient,845.java
1284,0,0,0,7,0,0,0,0,0,1,0,0,2,16,8,16,nlogn,linearithmic,efficient,847.java
1285,22,1,0,12,0,0,0,1,0,0,0,2,2,35,20,85,nlogn,linearithmic,efficient,850.java
1286,15,0,0,14,0,1,0,0,0,0,0,1,0,30,15,82,nlogn,linearithmic,efficient,855.java
1287,74,8,1,11,0,0,0,13,0,0,0,1,3,80,60,265,nlogn,linearithmic,efficient,866.java
1288,1,0,0,1,0,0,0,0,1,0,0,0,0,3,2,3,nlogn,linearithmic,efficient,87.java
1289,7,1,0,4,0,0,2,4,0,0,0,0,0,22,4,23,nlogn,linearithmic,efficient,872.java
1290,10,3,0,11,0,0,0,0,0,0,0,1,2,21,18,56,nlogn,linearithmic,efficient,879.java
1291,1,1,0,4,0,0,0,0,0,0,0,0,2,13,3,9,nlogn,linearithmic,efficient,88.java
1292,4,1,0,5,1,0,0,0,1,0,0,0,0,10,9,33,nlogn,linearithmic,efficient,882.java
1293,5,1,0,3,1,1,0,0,0,0,0,0,0,11,1,16,nlogn,linearithmic,efficient,884.java
1294,4,2,0,4,1,0,0,0,0,0,0,0,2,13,1,19,nlogn,linearithmic,efficient,888.java
1295,7,0,0,10,1,0,0,0,0,0,0,0,3,13,8,45,nlogn,linearithmic,efficient,895.java
1296,8,2,0,3,0,0,0,0,1,0,0,0,0,14,9,31,nlogn,linearithmic,efficient,897.java
1297,7,0,0,24,0,0,0,0,1,1,0,1,0,50,17,47,nlogn,linearithmic,efficient,901.java
1298,1,0,0,1,0,0,0,0,1,0,0,0,0,5,1,3,nlogn,linearithmic,efficient,904.java
1299,0,0,0,1,0,0,0,1,1,0,0,0,0,4,3,4,nlogn,linearithmic,efficient,907.java
1300,3,2,0,4,1,0,0,0,1,0,0,0,0,13,6,24,nlogn,linearithmic,efficient,909.java
1301,4,1,0,7,0,0,0,0,0,0,0,1,0,20,15,29,nlogn,linearithmic,efficient,912.java
1302,2,0,0,3,0,0,0,0,1,0,0,0,0,7,2,11,nlogn,linearithmic,efficient,914.java
1303,8,3,0,11,0,0,0,0,0,0,0,1,2,24,16,57,nlogn,linearithmic,efficient,915.java
1304,2,0,0,2,0,0,0,0,1,0,0,0,0,9,1,9,nlogn,linearithmic,efficient,919.java
1305,2,1,0,2,0,0,0,0,0,0,0,0,0,9,1,9,nlogn,linearithmic,efficient,920.java
1306,9,2,0,9,1,0,0,0,1,0,0,1,2,15,12,45,nlogn,linearithmic,efficient,924.java
1307,2,1,0,4,0,0,0,0,0,0,0,2,0,5,4,13,nlogn,linearithmic,efficient,93.java
1308,6,1,0,6,0,1,0,0,1,0,0,1,0,16,13,31,nlogn,linearithmic,efficient,930.java
1309,23,0,0,6,0,0,0,1,0,0,0,2,0,23,19,79,nlogn,linearithmic,efficient,934.java
1310,19,1,0,17,0,0,0,0,1,0,0,1,0,36,22,85,nlogn,linearithmic,efficient,936.java
1311,1,0,0,3,0,0,0,0,1,0,0,0,0,11,1,7,nlogn,linearithmic,efficient,945.java
1312,5,0,0,2,0,0,0,0,1,0,0,2,0,11,4,15,nlogn,linearithmic,efficient,95.java
1313,9,2,0,3,0,0,0,0,0,0,0,1,0,26,9,29,nlogn,linearithmic,efficient,953.java
1314,4,0,1,6,4,2,0,0,0,0,0,0,3,24,4,28,nlogn,linearithmic,efficient,955.java
1315,9,3,0,3,0,0,0,0,0,0,0,1,0,29,8,40,nlogn,linearithmic,efficient,956.java
1316,6,1,0,4,0,0,0,0,0,0,0,1,0,14,10,21,nlogn,linearithmic,efficient,957.java
1317,39,3,0,25,1,0,1,2,2,0,0,1,2,69,71,202,nlogn,linearithmic,efficient,958.java
1318,2,0,0,2,0,0,0,1,1,0,0,0,0,11,1,5,nlogn,linearithmic,efficient,960.java
1319,9,0,0,4,0,0,0,0,1,0,0,0,0,17,8,40,nlogn,linearithmic,efficient,961.java
1320,1,0,0,3,0,0,0,0,1,0,0,1,0,11,7,15,nlogn,linearithmic,efficient,964.java
1321,2,0,0,3,0,0,0,1,1,0,0,0,0,9,6,16,nlogn,linearithmic,efficient,966.java
1322,4,0,0,5,0,0,0,0,1,0,0,1,0,12,7,21,nlogn,linearithmic,efficient,967.java
1323,4,1,0,5,0,0,0,2,1,0,0,1,2,10,10,28,nlogn,linearithmic,efficient,975.java
1324,4,1,0,4,0,0,1,0,0,0,0,0,0,15,1,13,nlogn,linearithmic,efficient,980.java
